"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"m431",NA,"431","m431",NA,"m",NA,NA,NA,NA,NA,NA,"431","from darting table",NA
"m434",NA,"434","m434",NA,"m",NA,NA,NA,NA,NA,NA,"434","from darting table",NA
"m442",NA,"442","m442",NA,"m",NA,NA,NA,NA,NA,NA,"442","from darting table",NA
"m443",NA,"443","m443",NA,"m",NA,NA,NA,NA,NA,NA,"443","from darting table",NA
"m447",NA,"447","m447",NA,"m",NA,NA,NA,NA,NA,NA,"447","from darting table",NA
"m450",2015-04-27,"450","m450","vb on darting sheet","m",NA,NA,NA,NA,NA,NA,"450","from darting table",NA
"m451",NA,"451","m541",NA,"m",NA,NA,NA,NA,NA,NA,"451","from darting table",NA
"m459",NA,"459","m459",NA,"m",NA,NA,NA,NA,NA,NA,"459","from darting table",NA
"m460",2016-11-10,"460","m460","am83","m",NA,"i",NA,NA,NA,NA,"460","originated in south comf clan",NA
"m464",NA,"464","m464",NA,"m",NA,NA,NA,NA,NA,NA,"464","from darting table",NA
"m469",NA,"469","m469",NA,"m",NA,NA,NA,NA,NA,NA,"469","from darting table",NA
"m470",NA,"470","m470",NA,"m",NA,NA,NA,NA,NA,NA,"470","from darting table",NA
"m471",NA,"471","male471",NA,"m",NA,NA,NA,NA,NA,NA,"471",NA,NA
"m473",NA,"473","m473",NA,"m",NA,NA,NA,NA,NA,NA,"473","from darting table",NA
"m475",2015-05-07,"475","m475",NA,"m",NA,NA,NA,NA,NA,NA,"475","from darting table; this is ok6",NA
"m483",NA,"483","m483",NA,"m",NA,NA,NA,NA,NA,NA,"483","from darting table",NA
"m495",NA,"495","m495",NA,"m",NA,NA,NA,NA,NA,NA,"495","from darting table",NA
"m499",NA,"499","m499",NA,"m",NA,NA,NA,NA,NA,NA,"499","from darting table",NA
"m851",NA,"851","m851",NA,"m",NA,NA,NA,NA,NA,NA,NA,"from darting table",NA
"m984",NA,"984","male 984",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"maa",2016-02-02,"701","maasai","jackson = cub name","f",2012-10-12,"r","art",NA,NA,NA,NA,NA,NA
"mac",2016-02-02,"356","macbeth","u863?","f",2001-08-10,"r","ger",NA,"1","1","355"," necropsy sample uses kaycode sampleid# 863 id u86",NA
"maca",NA,NA,"macadamia",NA,"m",2003-02-16,"r","chip",NA,"1","2",NA,NA,NA
"mack",2007-10-02,NA,"mack",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mad",2007-04-20,NA,"madrid",NA,"m",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"madi",2016-05-11,NA,"malindi","al458","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mag",NA,NA,"magellan",NA,"u",2000-11-26,"r","ali",NA,"0",NA,NA,"master list: no disappeared date dengrad calced by",NA
"magu",2015-06-12,NA,"magua","charlie bates (bate)","u",2014-10-23,"r","worf",NA,"0",NA,NA,NA,NA
"maju",2014-01-01,NA,"maju",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maka",2016-07-18,"159","maka","mak","m",1995-03-15,"r","coch",NA,"0",NA,NA," dengrad calced by pat",NA
"mako",2017-04-12,"843","mako",NA,"m",2008-12-22,"r","chip",NA,"0",NA,NA,NA,NA
"maku",2015-09-18,NA,"makuta",NA,"u",2011-12-05,"r","slin",NA,"1","2",NA,"clovis walked up to den, grabbed maku by head, cru",NA
"mal",2016-12-15,NA,"malcolm",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mali",2017-03-23,"213","malibu",NA,"f",1996-10-13,"r","jab",NA,"1","2",NA,"talek west.dengrad calced by pat",NA
"malo",2015-09-14,"1099","malotrus",NA,"m",2011-12-27,"r","saw",NA,NA,NA,NA,"2 cryo vials jaw muscle and ear tissue",NA
"malr",2015-09-18,NA,"malcolm reynolds",NA,"u",2014-07-18,"r","mtn",NA,NA,NA,NA,"dls11/4/2014?, date missing 5/4/2015?",NA
"mand",2017-03-16,NA,"mandolin",NA,"m",2003-12-11,"r","hem",NA,NA,NA,NA,NA,NA
"mang",2015-02-03,NA,"mama ngina","possibly 'masng'","u",2011-12-11,"r","lyle",NA,"1","1",NA,"""masng"" was a mistake entry that has been deleted ",NA
"mani",2015-11-05,NA,"mandingo",NA,"u",2015-03-20,"r","tud",NA,"1",NA,NA,NA,NA
"manu",2007-10-02,NA,"manu",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"mapi",2015-01-15,NA,"machu pichu",NA,"u",2008-04-08,"r","hel",NA,"1","2",NA,NA,NA
"mar",2017-03-24,NA,"margie",NA,"f",1988-10-30,"r","bam",NA,"1","1",NA," dengrad calced by pat",NA
"mari",2015-09-16,NA,"mariana",NA,"f",2011-01-02,"r","digs",NA,"0",NA,NA,NA,NA
"mark",2016-11-18,"123","mark",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"marn",2007-04-20,NA,"marion",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"maro",2017-07-14,"1314","mario",NA,"u",2016-02-16,"r","cart",NA,"1","1",NA,NA,NA
"marq",2017-07-13,NA,"marquette","al518","m",NA,"i",NA,NA,NA,NA,NA,"md clan",NA
"mars",2012-05-05,NA,"mars","cub =  wurg",NA,NA,"r","wnd",NA,NA,NA,NA,NA,NA
"mart",2016-07-26,NA,"martha",NA,"f",NA,"r",NA,NA,NA,NA,NA,"original hyena from laurence, not changing anythin",NA
"mas",2016-07-19,NA,"masala",NA,"m",2005-11-20,"r","tia",NA,"1","1",NA,NA,NA
"masng",NA,NA,"mama ngina",NA,NA,2011-12-21,"r","lyle",NA,"1","1",NA,"this appears to be a mistak entry and refers to th",NA
"mast",2015-05-06,NA,"master splinter",NA,"u",2008-12-01,"r","tcy",NA,"1","2",NA,NA,NA
"mat",2017-11-20,NA,"matisse",NA,"u",2002-06-10,"r","hg",NA,"1",NA,NA," dengrad calced by pat",NA
"mata",2015-04-20,NA,"mathare",NA,NA,2014-10-15,"r","lu",NA,"1",NA,NA,NA,NA
"mati",2018-09-09,NA,"formation",NA,"u",2017-11-20,"r","pol",NA,"0",NA,NA,NA,NA
"maud",2014-01-01,NA,"maude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maun",2007-10-02,NA,"maun",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mav",NA,NA,"maverick",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mavi",2018-08-02,"1356","mavi",NA,"f",2016-11-25,"r","ffl",NA,"1","1",NA,"main doc",NA
"max",2016-07-27,NA,"max",NA,"u",NA,"i",NA,NA,NA,NA,NA,NA,NA
"may",2016-11-16,NA,"mayberry",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"maya",NA,"2009","maya",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"mayo",2015-09-18,NA,"mayo",NA,"u",2010-11-16,"r","clov",NA,"2","3",NA,"dbw found bloody and dying at den",NA
"maz",2017-11-15,"198","mazarati",NA,"f",1996-11-14,"r","jj","rcn","0",NA,NA," dengrad calced by pat",NA
"maza",NA,"930","mwanza","al505","m",NA,"i",NA,NA,NA,NA,NA,"other.kaycodes:#934",NA
"mba",NA,NA,"mamba",NA,"u",2002-11-14,"r","jut",NA,NA,NA,NA," dengrad calced by pat",NA
"mbi",NA,"795","mbili",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mbrk",NA,NA,"mbirikani",NA,"u",2005-01-21,"r","duke",NA,NA,NA,NA,"amboseli",NA
"mc1",2018-08-14,"35","mystery cub 1",NA,"f",1989-08-10,"r",NA,NA,"0","1",NA," dengrad calced by pat",NA
"mc2",2018-08-14,NA,"mystery cub 2",NA,"u",1989-08-15,"r",NA,NA,"0","1",NA," dengrad calced by pat",NA
"mc3",2016-07-21,"22","mystery cub 3",NA,"f",1990-09-10,"r",NA,NA,"1",NA,NA," dengrad calced by pat",NA
"mc4",2008-03-28,NA,"mystery cub 4",NA,"u",1996-04-25,"r","es",NA,"0",NA,NA," dengrad calced by pat",NA
"mca",2017-03-23,"294","mica",NA,"m",1999-04-17,"r","gol",NA,"1","2",NA,"talek east. dengrad calced by pat",NA
"mcd",NA,NA,"macduff",NA,"m",NA,"t",NA,NA,NA,NA,NA,"prozac?",NA
"mcds",2015-11-05,"956","mcdonalds",NA,"m",2014-12-01,"r","brgr",NA,"0",NA,NA,NA,NA
"mce",NA,NA,"mcenroe",NA,"f",2004-02-16,"r","pryt",NA,NA,NA,NA,"amboseli",NA
"mcg",2018-08-02,NA,"mcguire",NA,NA,2016-11-25,"r","ffl",NA,"1","2",NA,"main doc",NA
"mchl",2015-09-16,"1190","michelle",NA,"m",2012-11-17,"r","ele",NA,"1","1",NA,"darted and collared 7/16/2015",NA
"mck",2016-08-11,NA,"mackerel",NA,"u",2002-04-01,"r","chrm",NA,NA,NA,NA,NA,NA
"mcm",NA,NA,"malcolm x",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mcrn",2014-10-18,NA,"macaroon",NA,"f",2008-02-15,"r","ursa",NA,NA,NA,NA,NA,NA
"mcu",2015-02-18,NA,"mercutio",NA,"u",2005-01-15,"r","ger",NA,"0",NA,NA,NA,NA
"md",2008-03-28,"45","madonna",NA,"m",1990-09-15,"r","mw","1019","1","1",NA," dengrad calced by pat",NA
"mdb",2007-10-02,NA,"mudbug",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"mdcy",2015-05-06,NA,"mr darcy",NA,NA,2011-12-23,"r","worf",NA,"1","2",NA,NA,NA
"mdrk",2016-06-06,"1222","mandrake","buddah","f",2016-01-07,"r","silk",NA,"0",NA,NA,NA,NA
"mdsa",2018-04-12,NA,"medusozoa","storm",NA,2017-01-26,"r","amaz",NA,"1","2",NA,"main doc",NA
"mdsn",2016-07-19,"717","madison",NA,"m",2002-11-20,"r","nav",NA,"1",NA,NA," dengrad calced by pat",NA
"mdwy",2018-08-15,"683","midway",NA,NA,2011-12-12,"r","com",NA,"1",NA,NA,NA,NA
"med",2015-05-06,"320","medusa",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"meko",2015-02-03,"577","meeko",NA,"m",2014-01-21,"r","juno",NA,"1","2",NA,NA,NA
"mel",2012-05-03,NA,"sideshow mel",NA,"m",2008-08-22,"r","dsn",NA,"0",NA,NA,NA,NA
"meln",2016-06-07,NA,"melon",NA,"m",2015-06-27,"r","fuzz",NA,"1","1",NA,NA,NA
"meno",2018-04-12,NA,"anemone","comet",NA,2017-01-26,"r","amaz",NA,"1","1",NA,"main doc",NA
"mer",2015-05-26,"240","merlin",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east",NA
"merl",2016-07-21,"533","merrell",NA,"f",2013-07-21,"r","hex",NA,"1",NA,NA,NA,NA
"meru",NA,NA,"meru",NA,"u",2003-06-15,"r","par",NA,NA,NA,NA,"talek east; dengrad calced by pat",NA
"mes",2016-11-04,NA,"messy",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mfn",2014-10-18,"1046","muffin",NA,"m",2008-02-15,"r","ursa",NA,NA,NA,NA,NA,NA
"mgdi",2017-07-17,NA,"magadi",NA,"m",2013-12-05,"r","lu",NA,"1",NA,NA,"dispersed to talek west (pond)",NA
"mge",2018-07-31,"733","merengue",NA,"m",2002-10-07,"r","puc",NA,NA,NA,NA,"talek east; dengrad calced by pat",NA
"mgl",2018-08-14,NA,"mogli",NA,"u",1994-01-25,"r","bb",NA,"0",NA,NA," dengrad calced by pat;",NA
"mgm",2015-09-18,NA,"mgm",NA,"f",2008-05-23,"r","taj",NA,"1","1",NA,"dls adjusted re: jrg 10/14/2014, 4/4/09 is  date f",NA
"mgn",2007-04-20,"2058","magnum",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"mgta",2016-02-02,"807","magenta","cub=collision","f",2009-01-10,"r","mos",NA,"1","1",NA,NA,NA
"mgy",NA,NA,"mangy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"mh",2008-03-28,"140","mad hatter",NA,"f",1994-06-22,"r","bb",NA,"1","1",NA," dengrad calced by pat",NA
"mhal",NA,NA,"muhammad ali",NA,"f",2007-02-01,"r","mre",NA,"1","1",NA,NA,NA
"mi",2016-12-14,NA,"mi on butt",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"miba",2016-10-21,NA,"miguel cabrera","cinnamon","u",2015-08-25,"r","aqua",NA,"1",NA,NA,NA,NA
"mich",2015-05-06,"624","michelangelo",NA,"f",2010-03-01,"r","tcy",NA,"1",NA,NA,NA,NA
"midd",2016-07-21,"623","middlebury",NA,"f",2009-07-19,"r","sam",NA,"1","2",NA,NA,NA
"mig",2015-03-03,"126","midget",NA,"m",NA,"i",NA,NA,NA,NA,"306","talek west",NA
"mike",2008-03-28,"112","mike",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mil",2016-11-11,NA,"milton",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mile",NA,NA,NA,NA,NA,2009-05-09,"r","peeb",NA,"1","2",NA,NA,NA
"milo",2018-08-02,"1317","milo","milo","f",2016-10-06,"r","goof",NA,"1","2",NA,"pond",NA
"mily",2016-03-07,NA,"miley",NA,"f",NA,"r","unk",NA,NA,NA,NA,"first seen as subadult, not much known. born in 20",NA
"mim",2014-06-13,"1215","man in the mirror",NA,"m",2013-12-30,"r","hkr",NA,"1","1",NA,NA,NA
"ming",2015-05-06,NA,"ming","trio","m",2007-01-02,"r","bbc",NA,NA,NA,NA,NA,NA
"mino",2016-02-02,"651","minotaur","pi = cubname","m",2011-10-16,"r","pan",NA,"1","1",NA,NA,NA
"mir",NA,NA,"miro",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mira",2015-06-07,NA,"mirage",NA,"f",2015-12-02,"r","taj",NA,"1","2",NA,NA,NA
"misu",2018-08-03,"1367","tiramisu",NA,"f",2016-12-27,"r","pces",NA,"0",NA,NA,"main doc",NA
"mite",2016-07-21,NA,"mite",NA,"f",2000-10-05,"r","gol",NA,"1","1",NA,"talek east. dengrad calced by pat",NA
"mjag",2016-05-27,"1203","mighty jagrafess",NA,"f",2015-06-04,"r","jlp",NA,"1","2",NA,NA,NA
"mjv",2016-07-19,NA,"mojave","fern=cubname","m",2010-12-24,"r","cen",NA,"1","1",NA,NA,NA
"mk",2016-07-18,"41","mickey",NA,"m",1990-04-30,"r","bam",NA,"0","1",NA," dengrad calced by pat. mk is dead before weaning",NA
"mke",2017-01-23,"1339","milwaukee","al516","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mla",2015-11-16,"2086","milia",NA,"m",NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"mlb",2016-11-11,NA,"melbourne",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mle",2007-10-02,NA,"millie",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"mlhs",NA,NA,"millhouse",NA,"m",2004-12-03,"r","dsn",NA,"1","1",NA,NA,NA
"mlle",2012-05-05,NA,"michelle obama",NA,"m",2010-10-08,"r","chip",NA,"1",NA,NA,"sex = m?",NA
"mln",2015-04-27,"706","milan",NA,"m",NA,"i",NA,NA,NA,NA,"706","talek west; secondary dispersal",NA
"mlo",2015-02-18,NA,"merlot",NA,"u",2003-12-26,"r","hml",NA,NA,NA,NA,NA,NA
"mlry",NA,"2059","mulroney",NA,"f",2004-10-02,"r","sndy",NA,NA,NA,NA,"amboseli",NA
"mls",2015-05-07,"876","mills",NA,"f",2002-11-06,"r","wnd",NA,"1","1",NA,"other.kaycodes:#834,879",NA
"mlt",NA,"429","malt",NA,"f",NA,"r",NA,NA,NA,NA,"429",NA,NA
"mlth",2012-12-24,NA,"malthus",NA,"u",2008-09-01,"r",NA,NA,NA,NA,NA,NA,NA
"mm1",2016-11-18,NA,"mystery male 1",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mm2",2016-11-18,NA,"mystery male #2",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mm3",2016-11-18,NA,"mystery male 3",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mm4",2016-11-18,NA,"mystery male 4",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mml",2015-09-16,NA,"malcolm mclaren",NA,"u",2010-11-01,"r","arro",NA,"1","2",NA,"dbw",NA
"mmm",2015-09-16,NA,"mean mr mustard",NA,"m",2010-12-04,"r","ele",NA,"1","2",NA,"weaning date could be inaccurate re: dls and weani",NA
"mmn",NA,NA,"maid marion",NA,"f",2005-04-15,"r","bsl",NA,"1","2",NA,NA,NA
"mmth",2015-09-18,NA,"mammoth",NA,"u",2009-02-25,"r","badg",NA,"1","2",NA,NA,NA
"mn",2007-10-02,NA,"musical notes",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"mnd",NA,NA,"mandela",NA,"m",2003-08-03,"r","sndy",NA,"2","2",NA,"amboseli",NA
"mng",2015-04-27,"881","mango",NA,"m",2000-05-25,"r","wnd?",NA,NA,NA,"881",NA,NA
"mnkn",2018-08-03,"1344","munchkin",NA,"u",2016-12-23,"r","unag",NA,"1",NA,NA,"kcm",NA
"mnr",2017-03-23,"718","monroe",NA,"m",2002-11-20,"r","nav",NA,"1",NA,NA," dengrad calced by pat",NA
"mnsl",2015-05-07,NA,"mansolo",NA,NA,2013-05-07,"r","cd",NA,"1",NA,NA,NA,NA
"mnst",2015-09-13,"1184","morning star",NA,"f",2015-02-04,"r","pike",NA,"1","2",NA,NA,NA
"mnt",NA,"868","monterrey",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mnty",2012-05-05,NA,"montgomery burns",NA,"m",2010-06-23,"r","dsn",NA,"1",NA,NA,NA,NA
"mnzo",2007-10-02,NA,"almonzo",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"moav",NA,"2068","mojave",NA,"f",2004-10-12,"r","ole",NA,NA,NA,NA,"amboseli",NA
"moby",2015-05-06,NA,"moby dick",NA,NA,2011-12-23,"r","worf",NA,"1","1",NA,NA,NA
"moc",2015-11-13,"2026","mocha",NA,"f",NA,"r","tals",NA,NA,NA,NA,"amboseli",NA
"moe",NA,NA,"moe",NA,"m",2003-10-10,"r","dsn",NA,"1","2",NA,NA,NA
"mog",NA,"600","mogadishu",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"moh",2015-06-05,NA,"mohawk","ity","m",2015-11-05,"r","rast",NA,"1","2",NA,NA,NA
"moil",2016-07-18,"365","midnight oil",NA,"m",2001-11-10,"r","bail",NA,NA,NA,"365"," dengrad calced by pat",NA
"moji",2015-09-17,NA,"mojito",NA,"f",2012-09-17,"r","snap",NA,"0",NA,NA,NA,NA
"mojo",2017-03-23,"310","mojo",NA,"m",1999-11-17,"r","bail",NA,"1","2","301","talek west. dengrad calced by pat",NA
"molo",2015-12-14,"709","molo","cub=venus","m",2008-04-15,"r","art",NA,"1","1",NA,NA,NA
"moma",2015-06-17,NA,"moma","wiley= cub name","m",2011-11-20,"r","clar",NA,"1","2",NA,NA,NA
"momo",2015-06-05,"1208","momo",NA,"m",2015-10-06,"r","ana",NA,"1","1",NA,NA,NA
"mong",NA,NA,"mongo",NA,NA,NA,"t",NA,NA,NA,NA,NA,"amboseli",NA
"monk",2016-07-19,NA,"monk",NA,"m",2006-02-15,"r","dfy",NA,"0",NA,NA,"talek east",NA
"mono",2016-07-21,"708","monopoly",NA,"f",2008-07-22,"r","adon",NA,"1","1",NA,"last seen with a snare on her neck",NA
"mont",2016-11-18,NA,"monte",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"moo",2017-12-06,"1325","moomers",NA,"f",2016-06-25,"r","gel",NA,"1","1",NA,NA,NA
"moon",2016-06-15,NA,"moonshine","nutella, ntl","u",NA,"r",NA,NA,NA,NA,NA,NA,NA
"moos",2018-08-03,NA,"moose",NA,"m",2017-08-04,"r","lugi",NA,"0",NA,NA,"pond",NA
"mop",2008-03-28,"85","m n m's w/ p-nuts",NA,"m",1991-11-13,"r","dj","en","0","1",NA," dengrad calced by pat",NA
"mor",2016-07-18,"266","morgan",NA,"m",1998-11-21,"r","jj",NA,"1","2",NA," dengrad calced by pat",NA
"mord",2015-05-06,NA,"mordor",NA,"f",2009-01-01,"r","arw",NA,"1","1",NA,NA,NA
"mori",2017-04-25,NA,"moriarty",NA,"m",2016-05-15,"r","slin",NA,"1","2",NA,NA,NA
"mork",2016-05-11,"918","mork",NA,"m",2007-04-10,"r","et",NA,NA,NA,NA,"dispersed to talek west (dfs in tw 5/27/2010); kay",NA
"moro",2015-04-14,NA,"monrovia","al438","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mos",2013-05-29,"749","morpheus",NA,"f",2003-02-18,"r","mrph",NA,"1","2",NA,"drowned while drugged",NA
"moss",2007-10-02,NA,"moss",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"mota",2014-10-16,NA,"motagua",NA,"u",2012-01-18,"r","digs",NA,"1","1",NA,"dbw",NA
"motl",2018-08-03,NA,"super 8 motel","spr8, stoker",NA,2017-12-13,"r","decm",NA,"0",NA,NA,"talek west",NA
"motr",2015-05-20,NA,"mother teresa",NA,NA,2013-05-31,"r","oscr",NA,NA,NA,NA,NA,NA
"mow",2015-09-13,NA,"man of war",NA,"u",2014-10-14,"r","blg",NA,"1",NA,NA,"dls 11/25/2014?, date missing 5/25/2015?",NA
"moxi",2018-12-14,NA,"moxie",NA,NA,2018-02-03,"r","odd",NA,NA,NA,NA,"KCM",NA
"mp",2016-05-23,"145","moon pie",NA,"f",1994-07-23,"r","dj","bag","1","1",NA,"during 2000 = east, west after 2000. dengrad calce",NA
"mpt",2016-12-15,NA,"male pt",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mrb",2008-03-28,"24","male right b nick",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mrc",2007-10-02,NA,"marcie",NA,"f",NA,"r",NA,NA,NA,NA,NA,"ripped r ear",NA
"mrci",2018-08-02,"1334","marceline",NA,"m",2016-11-19,"r","umbr",NA,"0",NA,NA,"main doc",NA
"mrcl",2016-06-15,NA,"mr. clean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mrcy",2015-04-01,NA,"mercy",NA,NA,2009-10-06,"r","roh",NA,NA,NA,NA,"never actually seen, cub discovered while sessioni",NA
"mre",2015-04-27,"895","maree",NA,"f",2001-06-15,"r","eco",NA,"1","1","895",NA,NA
"mrk",2016-11-04,NA,"marrakesh",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek east immigrant in 2005",NA
"mrl",NA,"810","morales",NA,"f",2007-02-01,"r","mre",NA,"1","2",NA,NA,NA
"mrln",2015-05-22,NA,"marlin",NA,NA,2011-12-11,"r","ein",NA,"1","2",NA,NA,NA
"mrlt",2008-03-28,NA,"merlot",NA,"u",2001-07-25,"r","hml",NA,"0",NA,NA,"master list: no disappeared date, birthdate=7/31/2",NA
"mrph",2016-07-21,"197","murphy",NA,"f",1996-06-25,"r","bsh",NA,"1","1",NA,"talek west. dengrad calced by pat",NA
"mrs",2017-03-23,"337","mars",NA,"m",2001-01-05,"r","oke",NA,"1","1",NA,"talek west. master list: birthdate=12/14/2000 deng",NA
"mrsb",2014-06-13,"1147","mrs.butterworth",NA,"m",2013-10-22,"r","wafl",NA,"1","1",NA,NA,NA
"mrti",2015-09-15,"1212","martini","big dot","f",2015-05-02,"r","snap",NA,"1","1",NA,"cub name was big dot, seen 7/31/per notes",NA
"mrx",2008-03-28,NA,"mister x",NA,"m",1990-09-10,"r",NA,NA,"1",NA,NA," dengrad calced by pat",NA
"msc",2016-11-11,NA,"moscow",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"msha",2016-07-21,"222","maisha",NA,"f",1996-08-27,"r","bm",NA,"0",NA,NA," dengrad calced by pat",NA
"msl",2016-02-02,"745","muesli",NA,"f",2005-12-05,"r","mp",NA,"1","1",NA,NA,NA
"msr",2007-10-02,NA,"miser",NA,"f",2007-06-01,"r",NA,NA,NA,NA,NA,NA,NA
"mst",NA,NA,"mystic bill",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mstd",2014-10-14,NA,"mastadon",NA,"u",2009-02-25,"r","badg",NA,"1","1",NA,"dbw",NA
"mstl",2007-10-02,"1066","mistletoe","twitc","f",2007-11-01,"r","ele",NA,NA,NA,NA,"r b notch",NA
"mstm",2017-04-25,"1244","mastermind",NA,"u",2016-11-03,"r","whiz",NA,"1","2",NA,"other.kaycodes:#1237",NA
"mt",2016-05-11,"833","mouse trap","spider?","f",2009-12-25,"r","adon",NA,"1","1",NA,"body found dead",NA
"mth",2018-08-14,NA,"moth","moth, moth","u",NA,"r","who",NA,NA,NA,NA,"talek east, first seen as a cub in 2005; still ali",NA
"mthr",NA,NA,"mothra","moth","u",1999-11-27,"r","kip",NA,"0",NA,NA,"  dengrad calced by pat; this cub only appears in ",NA
"mtk",2016-11-11,NA,"montauk",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mtl",2014-12-22,NA,"montreal","am166","m",NA,"i",NA,NA,NA,NA,NA,"talek west",NA
"mtlb",NA,"1001","montalban",NA,"f",NA,"r",NA,NA,NA,NA,NA,"darted on croton hill, other.kaycodes:#311",NA
"mtn",2007-10-02,"1021","marten",NA,"f",NA,"r",NA,NA,NA,NA,NA,"small r & l b scoops; r c notch",NA
"mtp",2007-10-02,NA,"monty python",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"mu",2016-07-18,"15","mutt","mut","m",1988-11-20,"r","sr",NA,"1","2",NA," dengrad calced by pat",NA
"muay",2014-10-18,NA,"muay thai","amoeba","m",2008-12-01,"r","epy",NA,"1","2",NA,"dbw",NA
"muga",2017-12-04,"929","robert mugabe","gluc","m",2014-03-28,"r","roos",NA,"0",NA,NA,NA,NA
"muki",2016-09-08,"1319","mkuki",NA,"m",2015-05-11,"r","bora",NA,"1","1",NA,NA,NA
"mumb",2007-10-02,"1091","mumbai","unidpretty","m",NA,"i",NA,NA,NA,NA,NA,"previous immigrant name was unidpretty",NA
"mun",NA,NA,"munich",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"mung",2018-09-10,NA,"hunga munga",NA,"u",2018-01-18,"r","pike",NA,"1",NA,NA,NA,NA
"muon",2015-09-14,NA,"muon",NA,"f",2011-10-13,"r","ojy",NA,"1","1",NA,NA,NA
"muss",2018-08-02,"963","mussel beach","retina","m",2015-01-31,"r","gel",NA,"1",NA,NA,"for dfs, notes for transcription (7/31/2015; mtf) ",NA
"musu",2016-02-23,NA,"mushu",NA,"m",2011-01-23,"r","juno",NA,"0",NA,NA,NA,NA
"mvn",NA,NA,"marvin",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"mvua",2017-11-28,NA,"mvua","pajama",NA,2015-12-29,"r","pbut",NA,"1","2",NA,NA,NA
"mw",2008-03-28,"40","muddy waters",NA,"f",1987-05-01,"r","03",NA,"0","1",NA,NA,NA
"mwht",2015-04-20,"358","mrs. whatsit","bbc?","f",NA,"r",NA,NA,NA,NA,NA,"unidfemale darted, need to use dna to check who it",NA
"mxm",2015-04-27,"387","maximus","maxim","m",NA,"t",NA,NA,NA,NA,"387","prozac?",NA
"mxx",2014-12-24,NA,"mxx",NA,"u",NA,"r","kip",NA,"0",NA,NA,"we never actually got a visual on mxx but kip was ",NA
"my",NA,"120","mellow yellow",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
